Airport_A,Airport_B,Count,Month,A_IATA,A_Name,A_City,A_State,A_Country,A_Elevation,A_Lat,A_Lon,A_TZ,B_IATA,B_Name,B_City,B_State,B_Country,B_Elevation,B_Lat,B_Lon,B_TZ
LFPB,LIMC,459,2025-04,LBG,Paris-Le Bourget Airport,Paris,Ile-de-France,FR,218,48.9693984985,2.4413900375,Europe/Paris,MXP,Malpensa International Airport,Milan,Lombardy,IT,768,45.6305999756,8.7281103134,Europe/Rome
EDDM,RKSI,5,2025-04,MUC,Munich International Airport,Munich,Bavaria,DE,1487,48.3538017273,11.7861003876,Europe/Berlin,ICN,Incheon International Airport,Seoul,Incheon,KR,23,37.4691009521,126.4509963989,Asia/Seoul
EDDB,EGLL,392,2025-04,BER,Berlin Brandenburg Airport,Berlin,Brandenburg,DE,156,52.366667,13.503333,Europe/Berlin,LHR,London Heathrow Airport,London,England,GB,83,51.4706001282,-0.4619410038,Europe/London
EGLL,LEMG,168,2025-04,LHR,London Heathrow Airport,London,England,GB,83,51.4706001282,-0.4619410038,Europe/London,AGP,Malaga Airport,Malaga,Andalusia,ES,53,36.6749000549,-4.4991102219,Europe/Madrid
EDDM,EGLL,835,2025-04,MUC,Munich International Airport,Munich,Bavaria,DE,1487,48.3538017273,11.7861003876,Europe/Berlin,LHR,London Heathrow Airport,London,England,GB,83,51.4706001282,-0.4619410038,Europe/London
EGLL,LIMC,187,2025-04,LHR,London Heathrow Airport,London,England,GB,83,51.4706001282,-0.4619410038,Europe/London,MXP,Malpensa International Airport,Milan,Lombardy,IT,768,45.6305999756,8.7281103134,Europe/Rome
EBBR,EGLL,416,2025-04,BRU,Brussels Airport,Brussels,Flanders,BE,184,50.9014015198,4.4844398499,Europe/Brussels,LHR,London Heathrow Airport,London,England,GB,83,51.4706001282,-0.4619410038,Europe/London
EGLL,LEMD,753,2025-04,LHR,London Heathrow Airport,London,England,GB,83,51.4706001282,-0.4619410038,Europe/London,MAD,Madrid Barajas International Airport,Madrid,Madrid,ES,2001,40.4936,-3.56676,Europe/Madrid
EGLL,LGAT,338,2025-04,LHR,London Heathrow Airport,London,England,GB,83,51.4706001282,-0.4619410038,Europe/London,HEW,Athen Helenikon Airport,Athens,Attica,GR,69,37.8932991028,23.7261009216,Europe/Athens
EGLL,LIRF,344,2025-04,LHR,London Heathrow Airport,London,England,GB,83,51.4706001282,-0.4619410038,Europe/London,FCO,Leonardo Da Vinci (Fiumicino) International Airport,Rome,Latium,IT,15,41.8045005798,12.2508001328,Europe/Rome
EGLL,EKCH,581,2025-04,LHR,London Heathrow Airport,London,England,GB,83,51.4706001282,-0.4619410038,Europe/London,CPH,Copenhagen Kastrup Airport,Copenhagen,Capital-Region,DK,17,55.6179008484,12.6560001373,Europe/Copenhagen
EGLL,ESSA,479,2025-04,LHR,London Heathrow Airport,London,England,GB,83,51.4706001282,-0.4619410038,Europe/London,ARN,Stockholm-Arlanda Airport,Stockholm,Stockholm,SE,137,59.6519012451,17.9186000824,Europe/Stockholm
EGCC,EHAM,683,2025-04,MAN,Manchester Airport,Manchester,England,GB,257,53.3536987305,-2.2749500275,Europe/London,AMS,Amsterdam Airport Schiphol,Amsterdam,North-Holland,NL,-11,52.3086013794,4.7638897896,Europe/Amsterdam
KEWR,LOWW,62,2025-04,EWR,Newark Liberty International Airport,Newark,New Jersey,US,18,40.6925010681,-74.1687011719,America/New_York,VIE,Vienna International Airport,Vienna,Lower-Austria,AT,600,48.1102981567,16.5697002411,Europe/Vienna
LOWW,VTBS,79,2025-04,VIE,Vienna International Airport,Vienna,Lower-Austria,AT,600,48.1102981567,16.5697002411,Europe/Vienna,BKK,Suvarnabhumi Airport,Bangkok,Samut-Prakan,TH,5,13.6810998917,100.7470016479,Asia/Bangkok
LOWW,OEJN,66,2025-04,VIE,Vienna International Airport,Vienna,Lower-Austria,AT,600,48.1102981567,16.5697002411,Europe/Vienna,JED,King Abdulaziz International Airport,Jeddah,Makkah,SA,48,21.679599762,39.15650177,Asia/Riyadh
LOWW,RJAA,17,2025-04,VIE,Vienna International Airport,Vienna,Lower-Austria,AT,600,48.1102981567,16.5697002411,Europe/Vienna,NRT,Narita International Airport,Tokyo,Chiba,JP,141,35.7647018433,140.3860015869,Asia/Tokyo
KHHR,LOWW,4,2025-04,HHR,Jack Northrop Field Hawthorne Municipal Airport,Hawthorne,California,US,66,33.9227981567,-118.3349990845,America/Los_Angeles,VIE,Vienna International Airport,Vienna,Lower-Austria,AT,600,48.1102981567,16.5697002411,Europe/Vienna
EDDM,LFPB,459,2025-04,MUC,Munich International Airport,Munich,Bavaria,DE,1487,48.3538017273,11.7861003876,Europe/Berlin,LBG,Paris-Le Bourget Airport,Paris,Ile-de-France,FR,218,48.9693984985,2.4413900375,Europe/Paris
EDDM,LOWW,253,2025-04,MUC,Munich International Airport,Munich,Bavaria,DE,1487,48.3538017273,11.7861003876,Europe/Berlin,VIE,Vienna International Airport,Vienna,Lower-Austria,AT,600,48.1102981567,16.5697002411,Europe/Vienna
LFPB,LOWW,354,2025-04,LBG,Paris-Le Bourget Airport,Paris,Ile-de-France,FR,218,48.9693984985,2.4413900375,Europe/Paris,VIE,Vienna International Airport,Vienna,Lower-Austria,AT,600,48.1102981567,16.5697002411,Europe/Vienna
ENGM,LFPB,273,2025-04,OSL,Oslo Gardermoen Airport,Oslo,Akershus,NO,681,60.193901062,11.100399971,Europe/Oslo,LBG,Paris-Le Bourget Airport,Paris,Ile-de-France,FR,218,48.9693984985,2.4413900375,Europe/Paris
RPLL,VOHS,2,2025-04,MNL,Ninoy Aquino International Airport,Manila,,PH,75,14.508600235,121.019996643,Asia/Manila,HYD,Rajiv Gandhi International Airport Shamshabad,Hyderabad,Telangana,IN,2024,17.2313175201,78.4298553467,Asia/Kolkata
EHAM,LOWW,484,2025-04,AMS,Amsterdam Airport Schiphol,Amsterdam,North-Holland,NL,-11,52.3086013794,4.7638897896,Europe/Amsterdam,VIE,Vienna International Airport,Vienna,Lower-Austria,AT,600,48.1102981567,16.5697002411,Europe/Vienna
EHAM,ENGM,531,2025-04,AMS,Amsterdam Airport Schiphol,Amsterdam,North-Holland,NL,-11,52.3086013794,4.7638897896,Europe/Amsterdam,OSL,Oslo Gardermoen Airport,Oslo,Akershus,NO,681,60.193901062,11.100399971,Europe/Oslo
EDDM,EGSS,8,2025-04,MUC,Munich International Airport,Munich,Bavaria,DE,1487,48.3538017273,11.7861003876,Europe/Berlin,STN,London Stansted Airport,London,England,GB,348,51.8849983215,0.2349999994,Europe/London
EGSS,LFPB,69,2025-04,STN,London Stansted Airport,London,England,GB,348,51.8849983215,0.2349999994,Europe/London,LBG,Paris-Le Bourget Airport,Paris,Ile-de-France,FR,218,48.9693984985,2.4413900375,Europe/Paris
LEMG,LPPT,172,2025-04,AGP,Malaga Airport,Malaga,Andalusia,ES,53,36.6749000549,-4.4991102219,Europe/Madrid,LIS,Lisbon Portela Airport,Lisbon,Lisbon,PT,374,38.7812995911,-9.1359195709,Europe/Lisbon
EDDM,LPPT,291,2025-04,MUC,Munich International Airport,Munich,Bavaria,DE,1487,48.3538017273,11.7861003876,Europe/Berlin,LIS,Lisbon Portela Airport,Lisbon,Lisbon,PT,374,38.7812995911,-9.1359195709,Europe/Lisbon
EKCH,ESSA,1001,2025-04,CPH,Copenhagen Kastrup Airport,Copenhagen,Capital-Region,DK,17,55.6179008484,12.6560001373,Europe/Copenhagen,ARN,Stockholm-Arlanda Airport,Stockholm,Stockholm,SE,137,59.6519012451,17.9186000824,Europe/Stockholm
LIRF,LSZH,266,2025-04,FCO,Leonardo Da Vinci (Fiumicino) International Airport,Rome,Latium,IT,15,41.8045005798,12.2508001328,Europe/Rome,ZRH,Zurich Airport,Zurich,Zurich,CH,1416,47.4646987915,8.5491695404,Europe/Zurich
EGSS,LTBA,129,2025-04,STN,London Stansted Airport,London,England,GB,348,51.8849983215,0.2349999994,Europe/London,ISL,Ataturk International Airport,Istanbul,Istanbul,TR,163,40.9768981934,28.8145999908,Europe/Istanbul
LIMC,LTBA,33,2025-04,MXP,Malpensa International Airport,Milan,Lombardy,IT,768,45.6305999756,8.7281103134,Europe/Rome,ISL,Ataturk International Airport,Istanbul,Istanbul,TR,163,40.9768981934,28.8145999908,Europe/Istanbul
LTBA,WSSS,80,2025-04,ISL,Ataturk International Airport,Istanbul,Istanbul,TR,163,40.9768981934,28.8145999908,Europe/Istanbul,SIN,Singapore Changi International Airport,Singapore,North-East,SG,22,1.3501900434,103.9940032959,Asia/Singapore
KSFO,LTBA,14,2025-04,SFO,San Francisco International Airport,San Francisco,California,US,13,37.6189994812,-122.375,America/Los_Angeles,ISL,Ataturk International Airport,Istanbul,Istanbul,TR,163,40.9768981934,28.8145999908,Europe/Istanbul
EGCC,LBBG,304,2025-04,MAN,Manchester Airport,Manchester,England,GB,257,53.3536987305,-2.2749500275,Europe/London,BOJ,Burgas Airport,Burgas,Burgas,BG,135,42.5695991516,27.5151996613,Europe/Sofia
EGCC,LTBA,156,2025-04,MAN,Manchester Airport,Manchester,England,GB,257,53.3536987305,-2.2749500275,Europe/London,ISL,Ataturk International Airport,Istanbul,Istanbul,TR,163,40.9768981934,28.8145999908,Europe/Istanbul
LEBL,LTBA,101,2025-04,BCN,Barcelona International Airport,Barcelona,Catalonia,ES,12,41.2971000671,2.0784599781,Europe/Madrid,ISL,Ataturk International Airport,Istanbul,Istanbul,TR,163,40.9768981934,28.8145999908,Europe/Istanbul
LIRF,LTBA,110,2025-04,FCO,Leonardo Da Vinci (Fiumicino) International Airport,Rome,Latium,IT,15,41.8045005798,12.2508001328,Europe/Rome,ISL,Ataturk International Airport,Istanbul,Istanbul,TR,163,40.9768981934,28.8145999908,Europe/Istanbul
EBBR,LTBA,144,2025-04,BRU,Brussels Airport,Brussels,Flanders,BE,184,50.9014015198,4.4844398499,Europe/Brussels,ISL,Ataturk International Airport,Istanbul,Istanbul,TR,163,40.9768981934,28.8145999908,Europe/Istanbul
LEMD,LGAT,80,2025-04,MAD,Madrid Barajas International Airport,Madrid,Madrid,ES,2001,40.4936,-3.56676,Europe/Madrid,HEW,Athen Helenikon Airport,Athens,Attica,GR,69,37.8932991028,23.7261009216,Europe/Athens
LGAT,LIMC,248,2025-04,HEW,Athen Helenikon Airport,Athens,Attica,GR,69,37.8932991028,23.7261009216,Europe/Athens,MXP,Malpensa International Airport,Milan,Lombardy,IT,768,45.6305999756,8.7281103134,Europe/Rome
EDDM,LGAT,451,2025-04,MUC,Munich International Airport,Munich,Bavaria,DE,1487,48.3538017273,11.7861003876,Europe/Berlin,HEW,Athen Helenikon Airport,Athens,Attica,GR,69,37.8932991028,23.7261009216,Europe/Athens
EGCC,LEMD,112,2025-04,MAN,Manchester Airport,Manchester,England,GB,257,53.3536987305,-2.2749500275,Europe/London,MAD,Madrid Barajas International Airport,Madrid,Madrid,ES,2001,40.4936,-3.56676,Europe/Madrid
EDDB,EGSS,191,2025-04,BER,Berlin Brandenburg Airport,Berlin,Brandenburg,DE,156,52.366667,13.503333,Europe/Berlin,STN,London Stansted Airport,London,England,GB,348,51.8849983215,0.2349999994,Europe/London
LEMG,LOWW,162,2025-04,AGP,Malaga Airport,Malaga,Andalusia,ES,53,36.6749000549,-4.4991102219,Europe/Madrid,VIE,Vienna International Airport,Vienna,Lower-Austria,AT,600,48.1102981567,16.5697002411,Europe/Vienna
LEMG,LEPA,257,2025-04,AGP,Malaga Airport,Malaga,Andalusia,ES,53,36.6749000549,-4.4991102219,Europe/Madrid,PMI,Palma De Mallorca Airport,Palma De Mallorca,Balearic Islands,ES,27,39.551700592,2.7388100624,Europe/Madrid
EPWA,LEMG,102,2025-04,WAW,Warsaw Chopin Airport,Warsaw,Mazovia,PL,362,52.1656990051,20.9671001434,Europe/Warsaw,AGP,Malaga Airport,Malaga,Andalusia,ES,53,36.6749000549,-4.4991102219,Europe/Madrid
EGSS,LIMC,252,2025-04,STN,London Stansted Airport,London,England,GB,348,51.8849983215,0.2349999994,Europe/London,MXP,Malpensa International Airport,Milan,Lombardy,IT,768,45.6305999756,8.7281103134,Europe/Rome
EGSS,LPPT,195,2025-04,STN,London Stansted Airport,London,England,GB,348,51.8849983215,0.2349999994,Europe/London,LIS,Lisbon Portela Airport,Lisbon,Lisbon,PT,374,38.7812995911,-9.1359195709,Europe/Lisbon
EIDW,LIRF,214,2025-04,DUB,Dublin Airport,Dublin,Leinster,IE,242,53.4212989807,-6.270070076,Europe/Dublin,FCO,Leonardo Da Vinci (Fiumicino) International Airport,Rome,Latium,IT,15,41.8045005798,12.2508001328,Europe/Rome
EIDW,LPPT,304,2025-04,DUB,Dublin Airport,Dublin,Leinster,IE,242,53.4212989807,-6.270070076,Europe/Dublin,LIS,Lisbon Portela Airport,Lisbon,Lisbon,PT,374,38.7812995911,-9.1359195709,Europe/Lisbon
EGSS,LEMG,236,2025-04,STN,London Stansted Airport,London,England,GB,348,51.8849983215,0.2349999994,Europe/London,AGP,Malaga Airport,Malaga,Andalusia,ES,53,36.6749000549,-4.4991102219,Europe/Madrid
KJFK,RKSI,157,2025-04,JFK,John F Kennedy International Airport,New York,New York,US,13,40.63980103,-73.77890015,America/New_York,ICN,Incheon International Airport,Seoul,Incheon,KR,23,37.4691009521,126.4509963989,Asia/Seoul
LIMC,RKSI,20,2025-04,MXP,Malpensa International Airport,Milan,Lombardy,IT,768,45.6305999756,8.7281103134,Europe/Rome,ICN,Incheon International Airport,Seoul,Incheon,KR,23,37.4691009521,126.4509963989,Asia/Seoul
KIAD,RKSI,42,2025-04,IAD,Washington Dulles International Airport,Dulles,Virginia,US,312,38.94449997,-77.45580292,America/New_York,ICN,Incheon International Airport,Seoul,Incheon,KR,23,37.4691009521,126.4509963989,Asia/Seoul
CYYZ,RKSI,92,2025-04,YYZ,Lester B. Pearson International Airport,Toronto,Ontario,CA,569,43.6772003174,-79.6305999756,America/Toronto,ICN,Incheon International Airport,Seoul,Incheon,KR,23,37.4691009521,126.4509963989,Asia/Seoul
KBOS,RKSI,38,2025-04,BOS,General Edward Lawrence Logan International Airport,Boston,Massachusetts,US,20,42.36429977,-71.00520325,America/New_York,ICN,Incheon International Airport,Seoul,Incheon,KR,23,37.4691009521,126.4509963989,Asia/Seoul
RJBB,RPLL,227,2025-04,KIX,Kansai International Airport,Osaka,Osaka,JP,26,34.4272994995,135.2440032959,Asia/Tokyo,MNL,Ninoy Aquino International Airport,Manila,,PH,75,14.508600235,121.019996643,Asia/Manila
RPLL,VTBS,343,2025-04,MNL,Ninoy Aquino International Airport,Manila,,PH,75,14.508600235,121.019996643,Asia/Manila,BKK,Suvarnabhumi Airport,Bangkok,Samut-Prakan,TH,5,13.6810998917,100.7470016479,Asia/Bangkok
RJTT,RPLL,235,2025-04,HND,Tokyo International Airport,Tokyo,Tokyo,JP,35,35.5522994995,139.7799987793,Asia/Tokyo,MNL,Ninoy Aquino International Airport,Manila,,PH,75,14.508600235,121.019996643,Asia/Manila
RCTP,RPLL,783,2025-04,TPE,Taiwan Taoyuan International Airport,Taipei,Taiwan,TW,106,25.0776996613,121.233001709,Asia/Taipei,MNL,Ninoy Aquino International Airport,Manila,,PH,75,14.508600235,121.019996643,Asia/Manila
RPLL,VTBD,164,2025-04,MNL,Ninoy Aquino International Airport,Manila,,PH,75,14.508600235,121.019996643,Asia/Manila,DMK,Don Mueang International Airport,Bangkok,Bangkok,TH,9,13.9125995636,100.6070022583,Asia/Bangkok
LIMC,VHHH,69,2025-04,MXP,Malpensa International Airport,Milan,Lombardy,IT,768,45.6305999756,8.7281103134,Europe/Rome,HKG,Chek Lap Kok International Airport,Hong Kong,,HK,28,22.3089008331,113.915000916,Asia/Hong_Kong
KJFK,VHHH,138,2025-04,JFK,John F Kennedy International Airport,New York,New York,US,13,40.63980103,-73.77890015,America/New_York,HKG,Chek Lap Kok International Airport,Hong Kong,,HK,28,22.3089008331,113.915000916,Asia/Hong_Kong
LSZH,VHHH,55,2025-04,ZRH,Zurich Airport,Zurich,Zurich,CH,1416,47.4646987915,8.5491695404,Europe/Zurich,HKG,Chek Lap Kok International Airport,Hong Kong,,HK,28,22.3089008331,113.915000916,Asia/Hong_Kong
VHHH,VOBL,105,2025-04,HKG,Chek Lap Kok International Airport,Hong Kong,,HK,28,22.3089008331,113.915000916,Asia/Hong_Kong,BLR,Bengaluru International Airport,Bangalore,Karnataka,IN,3000,13.1978998184,77.7062988281,Asia/Kolkata
VABB,VIDP,2308,2025-04,BOM,Chhatrapati Shivaji International Airport,Mumbai,Maharashtra,IN,37,19.0886993408,72.8678970337,Asia/Kolkata,DEL,Indira Gandhi International Airport,New Delhi,NCT,IN,777,28.5664997101,77.1031036377,Asia/Kolkata
RJAA,WSSS,303,2025-04,NRT,Narita International Airport,Tokyo,Chiba,JP,141,35.7647018433,140.3860015869,Asia/Tokyo,SIN,Singapore Changi International Airport,Singapore,North-East,SG,22,1.3501900434,103.9940032959,Asia/Singapore
RJAA,VTBS,457,2025-04,NRT,Narita International Airport,Tokyo,Chiba,JP,141,35.7647018433,140.3860015869,Asia/Tokyo,BKK,Suvarnabhumi Airport,Bangkok,Samut-Prakan,TH,5,13.6810998917,100.7470016479,Asia/Bangkok
KIAH,RJAA,84,2025-04,IAH,George Bush Intercontinental Houston Airport,Houston,Texas,US,97,29.9843997955,-95.3414001465,America/Chicago,NRT,Narita International Airport,Tokyo,Chiba,JP,141,35.7647018433,140.3860015869,Asia/Tokyo
CYVR,RJAA,220,2025-04,YVR,Vancouver International Airport,Vancouver,British Columbia,CA,14,49.193901062,-123.1839981079,America/Vancouver,NRT,Narita International Airport,Tokyo,Chiba,JP,141,35.7647018433,140.3860015869,Asia/Tokyo
PHNL,RJAA,234,2025-04,HNL,Honolulu International Airport,Honolulu,Hawaii,US,13,21.3187007904,-157.9219970703,Pacific/Honolulu,NRT,Narita International Airport,Tokyo,Chiba,JP,141,35.7647018433,140.3860015869,Asia/Tokyo
VOBL,VTBS,153,2025-04,BLR,Bengaluru International Airport,Bangalore,Karnataka,IN,3000,13.1978998184,77.7062988281,Asia/Kolkata,BKK,Suvarnabhumi Airport,Bangkok,Samut-Prakan,TH,5,13.6810998917,100.7470016479,Asia/Bangkok
RJTT,VTBS,419,2025-04,HND,Tokyo International Airport,Tokyo,Tokyo,JP,35,35.5522994995,139.7799987793,Asia/Tokyo,BKK,Suvarnabhumi Airport,Bangkok,Samut-Prakan,TH,5,13.6810998917,100.7470016479,Asia/Bangkok
VIDP,VTBS,455,2025-04,DEL,Indira Gandhi International Airport,New Delhi,NCT,IN,777,28.5664997101,77.1031036377,Asia/Kolkata,BKK,Suvarnabhumi Airport,Bangkok,Samut-Prakan,TH,5,13.6810998917,100.7470016479,Asia/Bangkok
KCLT,KPHX,397,2025-04,CLT,Charlotte Douglas International Airport,Charlotte,North Carolina,US,748,35.2140007019,-80.9430999756,America/New_York,PHX,Phoenix Sky Harbor International Airport,Phoenix,Arizona,US,1135,33.434299469,-112.0120010376,America/Phoenix
CYUL,KCLT,123,2025-04,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Quebec,CA,118,45.4706001282,-73.7407989502,America/Toronto,CLT,Charlotte Douglas International Airport,Charlotte,North Carolina,US,748,35.2140007019,-80.9430999756,America/New_York
CYUL,KPHX,34,2025-04,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Quebec,CA,118,45.4706001282,-73.7407989502,America/Toronto,PHX,Phoenix Sky Harbor International Airport,Phoenix,Arizona,US,1135,33.434299469,-112.0120010376,America/Phoenix
KIAH,KTPA,290,2025-04,IAH,George Bush Intercontinental Houston Airport,Houston,Texas,US,97,29.9843997955,-95.3414001465,America/Chicago,TPA,Tampa International Airport,Tampa,Florida,US,26,27.9755001068,-82.533203125,America/New_York
KDCA,KIAH,408,2025-04,DCA,Ronald Reagan Washington National Airport,Washington,Virginia,US,15,38.8521003723,-77.0376968384,America/New_York,IAH,George Bush Intercontinental Houston Airport,Houston,Texas,US,97,29.9843997955,-95.3414001465,America/Chicago
KDTW,KIND,302,2025-04,DTW,Detroit Metropolitan Wayne County Airport,Detroit,Michigan,US,645,42.2123985291,-83.3534011841,America/Detroit,IND,Indianapolis International Airport,Indianapolis,Indiana,US,797,39.717300415,-86.2944030762,America/Indiana/Indianapolis
KCHS,KLGA,286,2025-04,CHS,Charleston Air Force Base-International Airport,Charleston,South Carolina,US,46,32.89860153,-80.04049683,America/New_York,LGA,La Guardia Airport,New York,New York,US,21,40.77719879,-73.87259674,America/New_York
KDTW,KJFK,248,2025-04,DTW,Detroit Metropolitan Wayne County Airport,Detroit,Michigan,US,645,42.2123985291,-83.3534011841,America/Detroit,JFK,John F Kennedy International Airport,New York,New York,US,13,40.63980103,-73.77890015,America/New_York
